ts,time,pkg,core16,core20,nvme,pl1,gpu_temp,gpu_power,gpu_util,train_tag
1788427547,17:25:47,61.0,52.0,56.0,73,4095,57,90.67,30,ep? s500
1788427552,17:25:52,59.0,53.0,55.0,73,4095,57,91.82,30,ep? s500
1788427557,17:25:57,61.0,54.0,56.0,73,4095,57,91.92,30,ep? s500
1788427562,17:26:02,61.0,54.0,56.0,73,4095,58,94.36,29,ep? s500
1788427567,17:26:07,61.0,54.0,56.0,73,4095,58,90.95,29,ep? s500
1788427572,17:26:12,61.0,54.0,56.0,73,4095,58,94.55,34,ep? s500
1788427577,17:26:17,67.0,53.0,54.0,73,4095,57,93.50,35,ep? s500
1788427582,17:26:22,62.0,54.0,54.0,73,4095,57,91.06,35,ep? s550
1788427587,17:26:27,69.0,54.0,57.0,73,4095,57,91.23,24,ep? s550
1788427592,17:26:32,62.0,53.0,55.0,73,4095,57,91.11,30,ep? s550
1788427597,17:26:37,62.0,54.0,57.0,73,4095,58,92.56,28,ep? s550
1788427602,17:26:42,61.0,53.0,55.0,73,4095,58,90.89,32,ep? s550
1788427608,17:26:48,62.0,54.0,57.0,73,4095,58,93.84,28,ep? s550
1788427613,17:26:53,61.0,53.0,57.0,73,4095,58,92.00,28,ep? s550
1788427618,17:26:58,62.0,56.0,56.0,73,4095,58,92.31,26,ep? s550
1788427623,17:27:03,61.0,54.0,55.0,73,4095,58,92.58,31,ep? s550
1788427628,17:27:08,63.0,58.0,58.0,73,4095,58,92.13,30,ep? s550
1788427633,17:27:13,59.0,55.0,58.0,73,4095,57,92.11,30,ep? s600
1788427638,17:27:18,63.0,56.0,55.0,73,4095,57,92.26,30,ep? s600
1788427643,17:27:23,62.0,53.0,55.0,73,4095,58,92.05,30,ep? s600
1788427648,17:27:28,62.0,54.0,54.0,73,4095,57,92.14,30,ep? s600
1788427653,17:27:33,65.0,54.0,56.0,73,4095,57,92.00,30,ep? s600
1788427658,17:27:38,63.0,54.0,55.0,73,4095,57,92.32,30,ep? s600
1788427663,17:27:43,65.0,54.0,58.0,73,4095,57,92.22,30,ep? s600
1788427668,17:27:48,62.0,55.0,57.0,73,4095,57,92.08,30,ep? s600
1788427673,17:27:53,64.0,54.0,57.0,73,4095,57,92.28,29,ep? s600
1788427678,17:27:58,62.0,54.0,56.0,73,4095,57,92.03,29,ep? s600
1788427683,17:28:03,65.0,53.0,57.0,73,4095,57,90.64,30,ep? s650
1788427688,17:28:08,62.0,53.0,57.0,73,4095,57,91.71,30,ep? s650
1788427693,17:28:13,65.0,53.0,56.0,73,4095,57,92.26,29,ep? s650
1788427699,17:28:19,64.0,55.0,57.0,73,4095,58,92.11,29,ep? s650
1788427704,17:28:24,63.0,54.0,57.0,73,4095,58,94.42,29,ep? s650
1788427709,17:28:29,64.0,54.0,55.0,73,4095,58,94.72,29,ep? s650
1788427714,17:28:34,62.0,54.0,57.0,73,4095,57,91.49,34,ep? s650
1788427719,17:28:39,65.0,55.0,57.0,73,4095,57,91.89,37,ep? s650
1788427724,17:28:44,63.0,54.0,55.0,73,4095,57,91.14,34,ep? s650
1788427729,17:28:49,65.0,54.0,55.0,73,4095,57,91.14,24,ep? s650
1788427734,17:28:54,61.0,53.0,56.0,73,4095,58,91.95,20,ep? s700
1788427739,17:28:59,60.0,54.0,58.0,73,4095,58,92.13,32,ep? s700
1788427744,17:29:04,61.0,53.0,56.0,73,4095,58,93.32,32,ep? s700
1788427749,17:29:09,61.0,54.0,56.0,73,4095,58,93.23,27,ep? s700
1788427754,17:29:14,73.0,73.0,56.0,73,4095,58,92.10,28,ep? s700
1788427759,17:29:19,61.0,54.0,56.0,73,4095,58,93.58,23,ep? s700
1788427764,17:29:24,62.0,54.0,56.0,73,4095,58,92.27,32,ep? s700
1788427769,17:29:29,62.0,53.0,56.0,73,4095,58,91.90,31,ep? s700
1788427774,17:29:34,61.0,51.0,55.0,73,4095,58,92.32,31,ep? s700
1788427779,17:29:39,62.0,53.0,56.0,73,4095,58,91.60,29,ep? s700
1788427784,17:29:44,62.0,54.0,52.0,73,4095,58,91.92,30,ep? s750
1788427790,17:29:50,62.0,54.0,55.0,73,4095,58,91.28,30,ep? s750
1788427795,17:29:55,62.0,54.0,58.0,73,4095,58,92.36,30,ep? s750
1788427800,17:30:00,61.0,52.0,55.0,73,4095,58,92.18,30,ep? s750
1788427805,17:30:05,63.0,63.0,57.0,73,4095,57,92.19,32,ep? s750
1788427810,17:30:10,62.0,53.0,56.0,73,4095,58,91.90,31,ep? s750
1788427815,17:30:15,82.0,54.0,70.0,73,4095,58,92.17,31,ep? s750
1788427821,17:30:21,62.0,53.0,56.0,73,4095,58,90.98,26,ep? s750
1788427826,17:30:26,76.0,54.0,62.0,73,4095,58,92.04,30,ep? s750
1788427831,17:30:31,62.0,53.0,54.0,73,4095,58,90.98,28,ep? s800
1788427836,17:30:36,74.0,65.0,55.0,73,4095,58,90.95,30,ep? s800
1788427841,17:30:41,62.0,53.0,55.0,73,4095,58,91.61,30,ep? s800
1788427846,17:30:46,75.0,52.0,56.0,73,4095,58,91.36,30,ep? s800
1788427851,17:30:51,62.0,52.0,56.0,73,4095,57,91.42,32,ep? s800
1788427856,17:30:56,76.0,54.0,57.0,73,4095,58,91.96,31,ep? s800
1788427861,17:31:01,62.0,55.0,56.0,73,4095,57,91.36,32,ep? s800
1788427866,17:31:06,63.0,54.0,57.0,73,4095,57,91.95,29,ep? s800
1788427871,17:31:11,61.0,52.0,56.0,73,4095,57,91.79,29,ep? s800
1788427876,17:31:16,72.0,54.0,57.0,73,4095,57,91.67,30,ep? s800
1788427881,17:31:21,62.0,53.0,56.0,73,4095,57,91.57,30,ep? s850
1788427886,17:31:26,70.0,55.0,57.0,73,4095,57,91.75,30,ep? s850
1788427891,17:31:31,62.0,59.0,57.0,73,4095,58,92.04,29,ep? s850
1788427896,17:31:36,72.0,72.0,57.0,73,4095,58,94.23,29,ep? s850
1788427901,17:31:41,64.0,54.0,56.0,73,4095,58,95.07,29,ep? s850
1788427906,17:31:46,66.0,66.0,57.0,73,4095,58,94.35,34,ep? s850
1788427911,17:31:51,65.0,60.0,57.0,73,4095,57,91.49,34,ep? s850
1788427917,17:31:57,76.0,55.0,56.0,73,4095,57,90.92,35,ep? s850
1788427922,17:32:02,64.0,56.0,58.0,73,4095,58,91.21,24,ep? s850
1788427927,17:32:07,67.0,58.0,58.0,73,4095,57,91.25,23,ep? s850
1788427932,17:32:12,62.0,53.0,54.0,73,4095,58,93.23,28,ep? s900
1788427937,17:32:17,73.0,54.0,56.0,73,4095,58,83.00,19,ep? s900
1788427942,17:32:22,62.0,55.0,56.0,73,4095,58,93.67,28,ep? s900
1788427947,17:32:27,67.0,66.0,56.0,73,4095,58,91.23,22,ep? s900
1788427952,17:32:32,62.0,55.0,56.0,73,4095,58,92.38,26,ep? s900
1788427957,17:32:37,68.0,54.0,56.0,73,4095,58,92.21,30,ep? s900
1788427962,17:32:42,63.0,58.0,54.0,73,4095,58,92.29,31,ep? s900
1788427967,17:32:47,63.0,58.0,57.0,73,4095,58,92.09,31,ep? s900
1788427972,17:32:52,58.0,58.0,55.0,73,4095,58,92.33,30,ep? s900
1788427977,17:32:57,72.0,54.0,54.0,73,4095,58,92.03,30,ep? s900
1788427982,17:33:02,61.0,58.0,54.0,73,4095,58,91.93,30,ep? s950
1788427987,17:33:07,62.0,55.0,56.0,73,4095,58,92.12,30,ep? s950
1788427992,17:33:12,60.0,60.0,54.0,73,4095,58,91.63,30,ep? s950
1788427997,17:33:17,60.0,54.0,57.0,73,4095,57,91.62,30,ep? s950
1788428003,17:33:23,60.0,54.0,55.0,73,4095,57,90.19,30,ep? s950
1788428008,17:33:28,58.0,54.0,56.0,73,4095,57,91.65,29,ep? s950
1788428013,17:33:33,60.0,54.0,58.0,73,4095,57,90.71,29,ep? s950
1788428018,17:33:38,61.0,54.0,56.0,73,4095,59,92.76,29,ep? s950
1788428023,17:33:43,67.0,59.0,57.0,73,4095,58,94.20,29,ep? s950
1788428028,17:33:48,60.0,54.0,56.0,73,4095,58,94.55,34,ep? s950
1788428033,17:33:53,67.0,58.0,54.0,73,4095,57,93.85,34,ep? s1000
1788428038,17:33:58,60.0,54.0,57.0,73,4095,57,91.08,35,ep? s1000
1788428043,17:34:03,67.0,54.0,61.0,73,4095,57,91.29,35,ep? s1000
1788428048,17:34:08,61.0,54.0,57.0,74,4095,57,90.92,28,ep? s1000
1788428053,17:34:13,63.0,55.0,61.0,73,4095,57,90.87,27,ep? s1000
1788428058,17:34:18,58.0,53.0,57.0,73,4095,58,91.37,32,ep? s1000
1788428063,17:34:23,60.0,58.0,58.0,73,4095,58,93.19,28,ep? s1000
1788428068,17:34:28,60.0,52.0,56.0,73,4095,58,93.23,27,ep? s1000
1788428073,17:34:33,58.0,54.0,56.0,73,4095,58,91.50,28,ep? s1000
1788428078,17:34:38,61.0,54.0,56.0,73,4095,58,91.90,26,ep? s1000
1788428083,17:34:43,61.0,55.0,57.0,73,4095,58,92.26,30,ep? s1050
1788428088,17:34:48,61.0,54.0,57.0,73,4095,58,92.17,31,ep? s1050
1788428093,17:34:53,61.0,53.0,54.0,73,4095,58,92.53,31,ep? s1050
1788428099,17:34:59,61.0,53.0,54.0,73,4095,57,92.71,30,ep? s1050
1788428104,17:35:04,61.0,54.0,54.0,73,4095,58,91.99,30,ep? s1050
1788428109,17:35:09,62.0,54.0,56.0,73,4095,57,92.28,30,ep? s1050
1788428114,17:35:14,61.0,54.0,55.0,73,4095,57,92.26,30,ep? s1050
1788428119,17:35:19,61.0,57.0,54.0,73,4095,58,94.19,28,ep? s1050
1788428124,17:35:24,61.0,54.0,56.0,73,4095,58,92.17,28,ep? s1050
1788428130,17:35:30,62.0,58.0,56.0,73,4095,58,92.21,28,ep? s1050
1788428135,17:35:35,62.0,54.0,55.0,73,4095,57,92.10,30,ep? s1100
1788428140,17:35:40,62.0,54.0,56.0,73,4095,57,92.27,30,ep? s1100
1788428145,17:35:45,62.0,54.0,54.0,73,4095,58,91.47,30,ep? s1100
1788428150,17:35:50,63.0,54.0,63.0,73,4095,57,91.30,30,ep? s1100
1788428155,17:35:55,62.0,52.0,55.0,73,4095,57,92.19,30,ep? s1100
1788428160,17:36:00,61.0,56.0,55.0,73,4095,57,92.07,30,ep? s1100
1788428165,17:36:05,62.0,54.0,57.0,73,4095,57,91.80,30,ep? s1100
1788428170,17:36:10,62.0,58.0,54.0,73,4095,57,92.04,29,ep? s1100
1788428175,17:36:15,61.0,54.0,55.0,73,4095,57,92.29,29,ep? s1100
1788428180,17:36:20,63.0,54.0,57.0,73,4095,58,94.97,29,ep? s1100
1788428185,17:36:25,59.0,53.0,56.0,73,4095,58,91.99,29,ep? s1150
1788428190,17:36:30,64.0,57.0,57.0,73,4095,57,92.99,34,ep? s1150
1788428195,17:36:35,62.0,53.0,56.0,73,4095,57,91.05,36,ep? s1150
1788428200,17:36:40,67.0,53.0,56.0,73,4095,57,90.59,34,ep? s1150
1788428205,17:36:45,63.0,53.0,56.0,73,4095,57,90.60,24,ep? s1150
1788428210,17:36:50,61.0,55.0,56.0,73,4095,58,91.09,24,ep? s1150
1788428215,17:36:55,61.0,52.0,57.0,73,4095,58,93.38,24,ep? s1150
1788428220,17:37:00,61.0,54.0,55.0,73,4095,57,93.30,24,ep? s1150
1788428226,17:37:06,62.0,53.0,54.0,73,4095,57,91.96,30,ep? s1150
1788428231,17:37:11,61.0,54.0,57.0,73,4095,57,91.85,30,ep? s1150
1788428236,17:37:16,61.0,53.0,55.0,73,4095,57,91.16,28,ep? s1200
1788428241,17:37:21,62.0,58.0,56.0,73,4095,57,91.40,30,ep? s1200
1788428246,17:37:26,62.0,53.0,56.0,73,4095,58,91.60,30,ep? s1200
1788428251,17:37:31,61.0,53.0,54.0,73,4095,57,91.81,30,ep? s1200
1788428256,17:37:36,63.0,54.0,57.0,73,4095,57,91.78,30,ep? s1200
1788428261,17:37:41,61.0,54.0,61.0,73,4095,57,91.96,30,ep? s1200
1788428266,17:37:46,62.0,54.0,57.0,73,4095,57,91.85,30,ep? s1200
1788428271,17:37:51,62.0,54.0,56.0,73,4095,57,91.61,30,ep? s1200
1788428276,17:37:56,61.0,53.0,55.0,73,4095,59,91.38,29,ep? s1200
1788428281,17:38:01,61.0,54.0,57.0,73,4095,58,94.13,32,ep? s1250
1788428286,17:38:06,64.0,54.0,56.0,73,4095,57,94.65,29,ep? s1250
1788428291,17:38:11,62.0,54.0,56.0,73,4095,57,93.52,34,ep? s1250
1788428296,17:38:16,64.0,54.0,56.0,73,4095,57,94.06,34,ep? s1250
1788428301,17:38:21,63.0,53.0,58.0,73,4095,57,91.30,35,ep? s1250
1788428306,17:38:26,63.0,56.0,57.0,73,4095,57,90.90,34,ep? s1250
1788428312,17:38:32,64.0,54.0,57.0,73,4095,58,90.79,24,ep? s1250
1788428317,17:38:37,63.0,55.0,58.0,73,4095,58,91.45,24,ep? s1250
1788428322,17:38:42,64.0,53.0,57.0,73,4095,57,91.88,30,ep? s1250
1788428327,17:38:47,62.0,54.0,62.0,73,4095,58,91.66,31,ep? s1250
1788428332,17:38:52,65.0,54.0,57.0,73,4095,57,91.89,29,ep? s1300
1788428337,17:38:57,61.0,55.0,55.0,73,4095,57,92.13,30,ep? s1300
1788428342,17:39:02,67.0,58.0,55.0,73,4095,57,91.91,30,ep? s1300
1788428347,17:39:07,62.0,54.0,54.0,73,4095,58,91.83,30,ep? s1300
1788428352,17:39:12,63.0,55.0,56.0,73,4095,57,92.16,30,ep? s1300
1788428357,17:39:17,62.0,54.0,57.0,73,4095,57,92.03,30,ep? s1300
1788428362,17:39:22,62.0,54.0,56.0,73,4095,57,91.03,30,ep? s1300
1788428367,17:39:27,63.0,56.0,58.0,73,4095,57,92.53,30,ep? s1300
1788428372,17:39:32,62.0,60.0,57.0,73,4095,57,92.20,29,ep? s1300
1788428377,17:39:37,63.0,55.0,57.0,73,4095,57,91.92,32,ep? s1300
1788428382,17:39:42,62.0,55.0,56.0,73,4095,58,94.29,29,ep? s1350
1788428387,17:39:47,65.0,56.0,57.0,73,4095,58,92.19,32,ep? s1350
1788428392,17:39:52,64.0,55.0,57.0,73,4095,57,93.43,34,ep? s1350
1788428398,17:39:58,67.0,57.0,56.0,73,4095,57,91.35,34,ep? s1350
1788428403,17:40:03,70.0,54.0,55.0,73,4095,57,91.25,34,ep? s1350
1788428408,17:40:08,64.0,54.0,57.0,73,4095,58,91.30,24,ep? s1350
1788428413,17:40:13,62.0,54.0,57.0,73,4095,58,91.90,23,ep? s1350
1788428418,17:40:18,61.0,52.0,56.0,73,4095,58,93.71,24,ep? s1350
1788428423,17:40:23,64.0,57.0,56.0,73,4095,58,94.72,35,ep? s1350
1788428428,17:40:28,61.0,53.0,57.0,73,4095,58,94.26,35,ep? s1350
1788428434,17:40:34,68.0,53.0,57.0,73,4095,57,91.51,35,ep? s1400
1788428439,17:40:39,62.0,54.0,56.0,73,4095,57,85.91,26,ep? s1400
1788428444,17:40:44,69.0,56.0,59.0,73,4095,57,91.08,29,ep? s1400
1788428449,17:40:49,61.0,53.0,54.0,73,4095,58,90.71,32,ep? s1400
1788428454,17:40:54,62.0,53.0,54.0,73,4095,58,90.84,32,ep? s1400
1788428459,17:40:59,62.0,53.0,55.0,73,4095,58,91.96,25,ep? s1400
1788428464,17:41:04,61.0,53.0,56.0,73,4095,58,92.26,26,ep? s1400
1788428469,17:41:09,62.0,53.0,54.0,73,4095,58,93.15,24,ep? s1400
1788428474,17:41:14,61.0,53.0,54.0,73,4095,58,91.84,31,ep? s1400
1788428479,17:41:19,59.0,53.0,55.0,73,4095,58,92.45,30,ep? s1400
1788428484,17:41:24,62.0,53.0,56.0,73,4095,57,92.36,30,ep? s1450
1788428489,17:41:29,61.0,52.0,56.0,73,4095,57,92.14,28,ep? s1450
1788428494,17:41:34,62.0,53.0,54.0,73,4095,57,92.13,30,ep? s1450
1788428499,17:41:39,64.0,53.0,56.0,73,4095,57,90.96,30,ep? s1450
1788428504,17:41:44,61.0,53.0,56.0,73,4095,57,87.38,30,ep? s1450
1788428509,17:41:49,64.0,53.0,54.0,73,4095,57,90.54,32,ep? s1450
1788428514,17:41:54,62.0,56.0,54.0,73,4095,57,91.68,30,ep? s1450
1788428520,17:42:00,60.0,53.0,54.0,73,4095,57,87.72,32,ep? s1450
1788428525,17:42:05,62.0,54.0,55.0,73,4095,57,85.19,27,ep? s1450
1788428530,17:42:10,62.0,53.0,54.0,73,4095,57,91.50,29,ep? s1450
1788428535,17:42:15,62.0,55.0,56.0,73,4095,57,91.26,30,ep? s1500
1788428540,17:42:20,61.0,53.0,52.0,73,4095,57,90.98,30,ep? s1500
1788428545,17:42:25,62.0,54.0,59.0,73,4095,58,91.21,29,ep? s1500
1788428550,17:42:30,62.0,54.0,56.0,73,4095,58,91.69,31,ep? s1500
1788428555,17:42:35,65.0,54.0,57.0,73,4095,58,94.31,29,ep? s1500
1788428560,17:42:40,62.0,53.0,55.0,73,4095,57,91.06,32,ep? s1500
1788428565,17:42:45,64.0,52.0,54.0,73,4095,57,91.75,34,ep? s1500
1788428570,17:42:50,62.0,54.0,58.0,73,4095,57,90.78,33,ep? s1500
1788428575,17:42:55,59.0,54.0,54.0,73,4095,59,91.58,24,ep? s1500
1788428580,17:43:00,62.0,52.0,54.0,73,4095,58,91.82,23,ep? s1500
1788428585,17:43:05,63.0,58.0,57.0,73,4095,57,92.53,23,ep? s1550
1788428590,17:43:10,62.0,52.0,54.0,73,4095,57,92.02,30,ep? s1550
1788428595,17:43:15,62.0,53.0,57.0,73,4095,57,91.07,31,ep? s1550
1788428600,17:43:20,62.0,54.0,55.0,73,4095,58,92.15,28,ep? s1550
1788428606,17:43:26,63.0,54.0,55.0,73,4095,57,92.29,31,ep? s1550
1788428611,17:43:31,63.0,54.0,57.0,73,4095,57,92.28,30,ep? s1550
1788428616,17:43:36,63.0,53.0,57.0,73,4095,57,92.25,30,ep? s1550
1788428621,17:43:41,62.0,53.0,56.0,73,4095,57,92.11,31,ep? s1550
1788428626,17:43:46,63.0,54.0,56.0,73,4095,57,92.15,30,ep? s1550
1788428631,17:43:51,61.0,50.0,54.0,73,4095,57,92.06,30,ep? s1550
1788428636,17:43:56,62.0,52.0,56.0,73,4095,57,92.44,31,ep? s1600
1788428641,17:44:01,61.0,53.0,55.0,73,4095,57,92.51,30,ep? s1600
1788428646,17:44:06,62.0,53.0,53.0,73,4095,57,91.81,30,ep? s1600
1788428651,17:44:11,62.0,52.0,54.0,73,4095,57,92.25,30,ep? s1600
1788428656,17:44:16,62.0,52.0,54.0,73,4095,57,91.94,30,ep? s1600
1788428661,17:44:21,62.0,53.0,54.0,73,4095,57,92.23,29,ep? s1600
1788428666,17:44:26,62.0,51.0,54.0,73,4095,58,92.01,29,ep? s1600
1788428671,17:44:31,62.0,51.0,53.0,73,4095,58,91.96,29,ep? s1600
1788428676,17:44:36,61.0,52.0,55.0,73,4095,58,94.75,34,ep? s1600
1788428681,17:44:41,61.0,53.0,54.0,73,4095,58,93.47,35,ep? s1600
1788428686,17:44:46,63.0,52.0,54.0,73,4095,57,90.83,35,ep? s1650
1788428692,17:44:52,65.0,53.0,55.0,73,4095,57,94.25,29,ep? s1650
1788428697,17:44:57,62.0,54.0,55.0,73,4095,57,91.38,32,ep? s1650
1788428702,17:45:02,65.0,61.0,56.0,73,4095,57,91.12,35,ep? s1650
1788428707,17:45:07,62.0,54.0,55.0,73,4095,57,90.86,34,ep? s1650
1788428712,17:45:12,58.0,54.0,57.0,73,4095,57,90.49,17,ep? s1650
1788428717,17:45:17,62.0,53.0,57.0,73,4095,58,91.12,24,ep? s1650
1788428722,17:45:22,62.0,51.0,56.0,73,4095,58,93.77,24,ep? s1650
1788428728,17:45:28,62.0,54.0,56.0,73,4095,58,94.46,37,ep? s1650
1788428733,17:45:33,60.0,53.0,54.0,73,4095,57,95.10,35,ep? s1700
1788428738,17:45:38,63.0,52.0,54.0,73,4095,57,94.12,31,ep? s1700
1788428743,17:45:43,60.0,53.0,57.0,73,4095,57,94.33,29,ep? s1700
1788428748,17:45:48,65.0,54.0,57.0,73,4095,57,91.31,33,ep? s1700
1788428753,17:45:53,68.0,54.0,57.0,73,4095,57,90.83,33,ep? s1700
1788428758,17:45:58,65.0,53.0,54.0,73,4095,57,91.31,34,ep? s1700
1788428763,17:46:03,67.0,54.0,56.0,73,4095,57,91.50,23,ep? s1700
1788428768,17:46:08,60.0,54.0,54.0,73,4095,58,91.25,24,ep? s1700
1788428773,17:46:13,65.0,53.0,54.0,73,4095,57,93.91,24,ep? s1700
1788428778,17:46:18,62.0,54.0,56.0,73,4095,57,93.61,29,ep? s1700
1788428783,17:46:23,59.0,53.0,57.0,73,4095,58,91.85,30,ep? s1750
1788428788,17:46:28,61.0,53.0,56.0,73,4095,57,91.77,28,ep? s1750
1788428793,17:46:33,73.0,59.0,54.0,73,4095,57,92.27,30,ep? s1750
1788428798,17:46:38,61.0,53.0,56.0,73,4095,57,90.77,30,ep? s1750
1788428803,17:46:43,62.0,55.0,53.0,73,4095,58,91.62,30,ep? s1750
1788428808,17:46:48,63.0,55.0,56.0,73,4095,58,92.16,33,ep? s1750
1788428814,17:46:54,62.0,54.0,53.0,73,4095,57,92.15,30,ep? s1750
1788428819,17:46:59,61.0,54.0,56.0,73,4095,57,92.06,31,ep? s1750
1788428824,17:47:04,62.0,54.0,56.0,73,4095,57,92.15,30,ep? s1750
1788428829,17:47:09,61.0,54.0,56.0,73,4095,57,92.19,29,ep? s1750
1788428834,17:47:14,61.0,54.0,54.0,73,4095,57,92.05,32,ep? s1800
1788428839,17:47:19,62.0,55.0,56.0,73,4095,58,94.33,35,ep? s1800
1788428844,17:47:24,61.0,55.0,56.0,73,4095,58,93.81,34,ep? s1800
1788428849,17:47:29,67.0,55.0,56.0,73,4095,57,91.23,35,ep? s1800
1788428854,17:47:34,61.0,54.0,57.0,73,4095,57,90.92,32,ep? s1800
1788428859,17:47:39,59.0,56.0,53.0,73,4095,57,91.20,32,ep? s1800
1788428864,17:47:44,61.0,55.0,54.0,73,4095,58,90.76,32,ep? s1800
1788428869,17:47:49,60.0,53.0,53.0,73,4095,58,93.96,28,ep? s1800
1788428874,17:47:54,62.0,54.0,54.0,73,4095,57,93.23,26,ep? s1800
1788428879,17:47:59,61.0,57.0,54.0,73,4095,58,92.21,27,ep? s1800
1788428885,17:48:05,62.0,54.0,57.0,73,4095,57,87.71,32,ep? s1850
1788428890,17:48:10,61.0,53.0,57.0,73,4095,57,92.39,34,ep? s1850
1788428895,17:48:15,61.0,54.0,56.0,73,4095,57,92.24,31,ep? s1850
1788428900,17:48:20,61.0,55.0,56.0,73,4095,57,92.55,33,ep? s1850
1788428905,17:48:25,61.0,54.0,56.0,73,4095,57,91.64,30,ep? s1850
1788428910,17:48:30,62.0,52.0,58.0,73,4095,57,91.77,32,ep? s1850
1788428915,17:48:35,62.0,55.0,56.0,73,4095,57,92.07,30,ep? s1850
1788428920,17:48:40,61.0,54.0,59.0,73,4095,57,92.61,30,ep? s1850
1788428925,17:48:45,61.0,54.0,55.0,73,4095,57,91.15,30,ep? s1850
1788428930,17:48:50,59.0,52.0,58.0,73,4095,57,92.18,29,ep? s1850
1788428935,17:48:55,61.0,54.0,56.0,73,4095,57,92.32,29,ep? s1900
1788428940,17:49:00,61.0,53.0,56.0,73,4095,58,95.25,29,ep? s1900
1788428945,17:49:05,64.0,52.0,56.0,73,4095,58,94.51,29,ep? s1900
1788428950,17:49:10,62.0,52.0,57.0,73,4095,57,94.01,34,ep? s1900
1788428955,17:49:15,65.0,54.0,58.0,73,4095,57,90.79,34,ep? s1900
1788428960,17:49:20,62.0,53.0,55.0,73,4095,57,90.94,34,ep? s1900
1788428965,17:49:25,68.0,55.0,59.0,73,4095,57,90.38,16,ep? s1900
1788428971,17:49:31,64.0,54.0,55.0,73,4095,58,92.83,24,ep? s1900
1788428976,17:49:36,62.0,53.0,57.0,73,4095,58,90.83,20,ep? s1900
1788428981,17:49:41,64.0,53.0,55.0,73,4095,57,92.57,28,ep? s1900
1788428986,17:49:46,61.0,55.0,58.0,73,4095,57,92.14,30,ep? s1950
1788428991,17:49:51,60.0,52.0,54.0,73,4095,57,91.57,28,ep? s1950
1788428996,17:49:56,61.0,50.0,57.0,73,4095,57,91.90,32,ep? s1950
1788429001,17:50:01,59.0,53.0,54.0,73,4095,57,91.37,30,ep? s1950
1788429006,17:50:06,63.0,55.0,57.0,73,4095,57,91.50,32,ep? s1950
1788429011,17:50:11,59.0,53.0,56.0,73,4095,57,92.05,30,ep? s1950
1788429016,17:50:16,59.0,52.0,54.0,73,4095,57,91.73,30,ep? s1950
1788429021,17:50:21,61.0,54.0,55.0,73,4095,57,91.65,31,ep? s1950
1788429026,17:50:26,61.0,52.0,56.0,73,4095,57,91.84,31,ep? s1950
1788429032,17:50:32,61.0,58.0,56.0,73,4095,57,91.77,33,ep? s1950
1788429037,17:50:37,62.0,53.0,56.0,73,4095,57,91.48,30,ep? s2000
1788429042,17:50:42,61.0,54.0,57.0,73,4095,57,91.63,31,ep? s2000
1788429047,17:50:47,62.0,54.0,56.0,73,4095,58,91.32,30,ep? s2000
1788429052,17:50:52,61.0,53.0,58.0,73,4095,58,90.26,30,ep? s2000
1788429057,17:50:57,61.0,54.0,56.0,73,4095,57,91.35,30,ep? s2000
1788429062,17:51:02,62.0,54.0,58.0,73,4095,57,90.79,30,ep? s2000
1788429067,17:51:07,61.0,53.0,55.0,73,4095,57,91.58,30,ep? s2000
1788429072,17:51:12,62.0,54.0,56.0,73,4095,57,90.12,30,ep? s2000
1788429077,17:51:17,61.0,54.0,54.0,73,4095,57,91.51,30,ep? s2000
1788429082,17:51:22,61.0,58.0,57.0,73,4095,57,90.81,30,ep? s2000
1788429088,17:51:28,62.0,54.0,54.0,73,4095,57,91.66,29,ep? s2050
1788429093,17:51:33,62.0,54.0,55.0,73,4095,58,91.52,29,ep? s2050
1788429098,17:51:38,61.0,54.0,55.0,73,4095,58,93.93,35,ep? s2050
1788429103,17:51:43,63.0,56.0,55.0,73,4095,57,89.96,33,ep? s2050
1788429108,17:51:48,62.0,54.0,57.0,73,4095,57,94.03,29,ep? s2050
1788429113,17:51:53,62.0,54.0,57.0,73,4095,57,91.12,28,ep? s2050
1788429118,17:51:58,61.0,52.0,55.0,73,4095,57,90.95,32,ep? s2050
1788429123,17:52:03,76.0,54.0,63.0,73,4095,58,91.17,32,ep? s2050
1788429128,17:52:08,61.0,54.0,57.0,73,4095,57,92.87,30,ep? s2050
1788429133,17:52:13,61.0,53.0,55.0,73,4095,57,92.50,28,ep? s2050
1788429138,17:52:18,62.0,54.0,54.0,73,4095,58,91.71,30,ep? s2100
1788429143,17:52:23,61.0,54.0,55.0,73,4095,57,91.58,30,ep? s2100
1788429148,17:52:28,61.0,54.0,55.0,73,4095,57,91.68,30,ep? s2100
1788429153,17:52:33,62.0,54.0,57.0,73,4095,58,91.04,30,ep? s2100
1788429158,17:52:38,62.0,55.0,57.0,73,4095,57,91.58,34,ep? s2100
1788429163,17:52:43,62.0,61.0,57.0,73,4095,57,91.22,30,ep? s2100
1788429169,17:52:49,76.0,55.0,57.0,73,4095,57,91.67,30,ep? s2100
1788429174,17:52:54,58.0,53.0,57.0,73,4095,57,91.44,30,ep? s2100
1788429179,17:52:59,72.0,53.0,59.0,73,4095,57,91.50,29,ep? s2100
1788429184,17:53:04,58.0,58.0,56.0,73,4095,57,91.26,29,ep? s2100
1788429189,17:53:09,69.0,54.0,57.0,73,4095,58,91.17,29,ep? s2150
1788429194,17:53:14,66.0,54.0,57.0,73,4095,58,94.40,35,ep? s2150
