ts,time,pkg,core16,core20,gpu_temp,gpu_power,gpu_util,train_tag
1788341981,17:39:41,67.0,59.0,61.0,59,95.23,30,ep? s300
1788341986,17:39:46,67.0,59.0,61.0,59,94.96,30,ep? s300
1788341991,17:39:51,65.0,59.0,61.0,59,95.25,30,ep? s300
1788341996,17:39:56,65.0,59.0,61.0,59,95.40,30,ep? s300
1788342001,17:40:01,65.0,59.0,63.0,59,95.18,30,ep? s300
1788342006,17:40:06,65.0,59.0,58.0,59,95.02,33,ep? s300
1788342011,17:40:11,67.0,59.0,67.0,59,95.21,31,ep? s300
1788342016,17:40:16,67.0,58.0,59.0,59,95.47,34,ep? s300
1788342021,17:40:21,67.0,59.0,61.0,60,95.25,31,ep? s350
1788342026,17:40:26,65.0,65.0,65.0,59,96.74,25,ep? s350
1788342032,17:40:32,67.0,58.0,61.0,59,96.88,26,ep? s350
1788342037,17:40:37,66.0,56.0,59.0,60,95.60,25,ep? s350
1788342042,17:40:42,69.0,59.0,61.0,60,95.80,28,ep? s350
1788342047,17:40:47,66.0,65.0,59.0,59,93.65,26,ep? s350
1788342052,17:40:52,70.0,58.0,58.0,59,94.36,31,ep? s350
1788342057,17:40:57,72.0,59.0,59.0,59,93.81,35,ep? s350
1788342062,17:41:02,72.0,61.0,58.0,59,97.03,29,ep? s350
1788342067,17:41:07,64.0,59.0,59.0,60,93.76,35,ep? s350
1788342072,17:41:12,63.0,59.0,59.0,60,95.19,29,ep? s400
1788342077,17:41:17,69.0,59.0,66.0,60,97.38,30,ep? s400
1788342082,17:41:22,72.0,59.0,72.0,59,95.35,30,ep? s400
1788342087,17:41:27,67.0,58.0,62.0,59,95.38,29,ep? s400
1788342092,17:41:32,65.0,60.0,59.0,59,95.11,30,ep? s400
1788342097,17:41:37,67.0,58.0,62.0,59,95.12,30,ep? s400
1788342102,17:41:42,66.0,59.0,65.0,59,95.53,30,ep? s400
1788342107,17:41:47,66.0,58.0,66.0,59,95.17,30,ep? s400
1788342112,17:41:52,65.0,58.0,59.0,60,94.90,30,ep? s400
1788342117,17:41:57,64.0,56.0,58.0,60,95.10,30,ep? s400
1788342122,17:42:02,64.0,56.0,58.0,59,95.25,30,ep? s450
1788342128,17:42:08,72.0,59.0,59.0,59,95.19,30,ep? s450
1788342133,17:42:13,65.0,58.0,63.0,60,95.32,30,ep? s450
1788342138,17:42:18,67.0,59.0,62.0,59,95.07,28,ep? s450
1788342143,17:42:23,65.0,62.0,58.0,59,95.40,23,ep? s450
1788342148,17:42:28,65.0,58.0,59.0,60,96.93,28,ep? s450
1788342153,17:42:33,66.0,59.0,59.0,60,94.31,25,ep? s450
1788342158,17:42:38,71.0,57.0,59.0,59,95.76,30,ep? s450
1788342163,17:42:43,65.0,58.0,58.0,59,95.50,30,ep? s450
1788342169,17:42:49,65.0,58.0,59.0,59,95.21,30,ep? s450
1788342174,17:42:54,65.0,58.0,65.0,59,95.31,31,ep? s500
1788342179,17:42:59,70.0,56.0,58.0,59,95.31,30,ep? s500
1788342184,17:43:04,64.0,57.0,58.0,60,95.31,30,ep? s500
1788342189,17:43:09,68.0,59.0,62.0,59,95.58,30,ep? s500
1788342194,17:43:14,67.0,59.0,61.0,59,95.69,31,ep? s500
1788342199,17:43:19,65.0,56.0,59.0,59,95.04,27,ep? s500
1788342204,17:43:24,65.0,58.0,58.0,59,95.31,31,ep? s500
1788342209,17:43:29,65.0,62.0,61.0,59,95.14,23,ep? s500
1788342214,17:43:34,65.0,56.0,58.0,60,97.15,24,ep? s500
1788342219,17:43:39,69.0,56.0,59.0,59,95.05,34,ep? s500
1788342224,17:43:44,71.0,65.0,61.0,59,94.97,26,ep? s550
1788342229,17:43:49,70.0,66.0,65.0,59,98.39,34,ep? s550
1788342234,17:43:54,72.0,62.0,58.0,59,88.91,28,ep? s550
1788342239,17:43:59,67.0,61.0,58.0,60,94.34,29,ep? s550
1788342244,17:44:04,67.0,59.0,59.0,60,95.59,29,ep? s550
1788342249,17:44:09,64.0,63.0,58.0,59,95.30,30,ep? s550
1788342254,17:44:14,67.0,61.0,67.0,59,95.51,30,ep? s550
1788342259,17:44:19,65.0,60.0,58.0,59,95.38,30,ep? s550
1788342265,17:44:25,67.0,60.0,62.0,59,95.38,30,ep? s550
1788342270,17:44:30,65.0,59.0,65.0,59,95.29,30,ep? s550
1788342275,17:44:35,65.0,59.0,59.0,59,95.31,30,ep? s600
1788342280,17:44:40,65.0,58.0,61.0,59,95.87,30,ep? s600
1788342285,17:44:45,64.0,60.0,59.0,59,95.60,30,ep? s600
1788342290,17:44:50,67.0,60.0,67.0,59,95.69,31,ep? s600
1788342295,17:44:55,65.0,59.0,61.0,59,95.53,29,ep? s600
1788342300,17:45:00,71.0,60.0,61.0,59,95.39,30,ep? s600
1788342305,17:45:05,65.0,60.0,62.0,59,96.79,29,ep? s600
1788342310,17:45:10,73.0,62.0,62.0,59,95.13,27,ep? s600
1788342315,17:45:15,80.0,61.0,66.0,60,95.44,32,ep? s600
1788342320,17:45:20,67.0,61.0,59.0,60,96.82,27,ep? s600
1788342325,17:45:25,68.0,59.0,65.0,60,95.55,32,ep? s650
1788342330,17:45:30,70.0,62.0,62.0,59,94.55,34,ep? s650
1788342335,17:45:35,72.0,59.0,59.0,59,93.65,33,ep? s650
1788342340,17:45:40,71.0,59.0,66.0,59,97.64,34,ep? s650
1788342345,17:45:45,68.0,61.0,63.0,60,93.63,29,ep? s650
1788342350,17:45:50,67.0,59.0,59.0,60,95.39,29,ep? s650
1788342355,17:45:55,67.0,60.0,58.0,60,95.36,29,ep? s650
1788342361,17:46:01,67.0,61.0,59.0,59,95.47,30,ep? s650
1788342366,17:46:06,67.0,59.0,61.0,59,95.23,30,ep? s650
1788342371,17:46:11,67.0,57.0,58.0,59,95.20,30,ep? s650
1788342376,17:46:16,67.0,62.0,58.0,59,95.11,30,ep? s700
1788342381,17:46:21,68.0,62.0,62.0,59,95.46,30,ep? s700
1788342386,17:46:26,67.0,62.0,63.0,59,95.18,30,ep? s700
1788342391,17:46:31,67.0,60.0,63.0,59,95.41,30,ep? s700
1788342396,17:46:36,67.0,58.0,66.0,59,95.50,30,ep? s700
1788342401,17:46:41,65.0,59.0,62.0,59,95.51,31,ep? s700
1788342406,17:46:46,65.0,61.0,59.0,59,95.08,30,ep? s700
1788342411,17:46:51,66.0,66.0,59.0,59,94.33,31,ep? s700
1788342416,17:46:56,65.0,58.0,59.0,60,95.45,28,ep? s700
1788342421,17:47:01,65.0,61.0,61.0,59,96.63,24,ep? s700
1788342426,17:47:06,67.0,67.0,62.0,59,96.61,28,ep? s750
1788342431,17:47:11,67.0,59.0,59.0,60,96.72,25,ep? s750
1788342436,17:47:16,67.0,65.0,61.0,60,94.38,33,ep? s750
1788342441,17:47:21,70.0,61.0,67.0,60,95.42,24,ep? s750
1788342447,17:47:27,73.0,61.0,61.0,59,94.54,33,ep? s750
1788342452,17:47:32,72.0,62.0,59.0,59,94.86,34,ep? s750
1788342457,17:47:37,73.0,61.0,59.0,59,94.95,33,ep? s750
1788342462,17:47:42,67.0,62.0,62.0,59,96.07,31,ep? s750
1788342467,17:47:47,65.0,59.0,61.0,59,95.93,30,ep? s750
1788342472,17:47:52,67.0,60.0,61.0,59,95.70,31,ep? s750
1788342477,17:47:57,65.0,58.0,61.0,59,95.76,30,ep? s800
1788342482,17:48:02,65.0,60.0,63.0,60,95.46,31,ep? s800
1788342488,17:48:08,67.0,63.0,62.0,59,95.55,28,ep? s800
1788342493,17:48:13,71.0,60.0,63.0,60,96.45,25,ep? s800
1788342498,17:48:18,65.0,59.0,62.0,60,97.70,28,ep? s800
1788342503,17:48:23,67.0,60.0,58.0,60,94.93,25,ep? s800
1788342508,17:48:28,68.0,62.0,59.0,59,94.50,33,ep? s800
1788342513,17:48:33,68.0,59.0,63.0,59,95.45,35,ep? s800
1788342518,17:48:38,70.0,61.0,58.0,59,94.93,33,ep? s800
1788342523,17:48:43,68.0,60.0,62.0,59,98.43,35,ep? s800
1788342528,17:48:48,69.0,65.0,59.0,60,98.37,30,ep? s850
1788342533,17:48:53,64.0,59.0,63.0,59,95.54,30,ep? s850
1788342538,17:48:58,66.0,60.0,57.0,59,95.59,30,ep? s850
1788342543,17:49:03,66.0,62.0,57.0,59,95.58,30,ep? s850
1788342548,17:49:08,66.0,61.0,63.0,59,95.71,30,ep? s850
1788342553,17:49:13,66.0,59.0,61.0,59,95.58,31,ep? s850
1788342558,17:49:18,69.0,59.0,61.0,59,95.83,30,ep? s850
1788342563,17:49:23,67.0,59.0,61.0,59,95.75,31,ep? s850
1788342568,17:49:28,67.0,61.0,59.0,59,95.90,30,ep? s850
1788342573,17:49:33,67.0,61.0,59.0,59,95.75,31,ep? s850
1788342578,17:49:38,67.0,60.0,59.0,59,95.54,30,ep? s850
1788342583,17:49:43,67.0,59.0,59.0,59,94.70,33,ep? s900
1788342589,17:49:49,85.0,58.0,85.0,59,96.10,31,ep? s900
1788342594,17:49:54,66.0,59.0,58.0,59,96.18,33,ep? s900
1788342599,17:49:59,66.0,60.0,62.0,60,95.65,31,ep? s900
1788342604,17:50:04,66.0,59.0,59.0,59,94.69,20,ep? s900
1788342609,17:50:09,66.0,60.0,62.0,59,97.75,25,ep? s900
1788342614,17:50:14,67.0,59.0,63.0,59,97.43,28,ep? s900
1788342619,17:50:19,67.0,61.0,59.0,60,95.26,25,ep? s900
1788342624,17:50:24,68.0,59.0,57.0,59,94.38,25,ep? s900
1788342629,17:50:29,67.0,60.0,63.0,59,95.25,35,ep? s900
1788342634,17:50:34,72.0,60.0,65.0,59,95.23,28,ep? s950
1788342639,17:50:39,71.0,59.0,65.0,59,98.56,34,ep? s950
1788342644,17:50:44,72.0,58.0,58.0,59,95.38,36,ep? s950
1788342649,17:50:49,67.0,60.0,61.0,60,96.22,30,ep? s950
1788342654,17:50:54,65.0,60.0,59.0,60,98.68,35,ep? s950
1788342659,17:50:59,66.0,59.0,61.0,59,95.56,30,ep? s950
1788342664,17:51:04,66.0,58.0,58.0,59,95.61,30,ep? s950
1788342669,17:51:09,68.0,60.0,59.0,59,95.81,29,ep? s950
1788342674,17:51:14,67.0,60.0,59.0,59,96.08,30,ep? s950
1788342679,17:51:19,67.0,61.0,61.0,59,94.68,30,ep? s950
1788342685,17:51:25,63.0,58.0,63.0,59,95.65,31,ep? s1000
1788342690,17:51:30,68.0,60.0,61.0,59,96.10,30,ep? s1000
1788342695,17:51:35,67.0,61.0,58.0,59,95.64,31,ep? s1000
1788342700,17:51:40,67.0,60.0,61.0,59,94.39,30,ep? s1000
1788342705,17:51:45,66.0,61.0,59.0,59,95.82,30,ep? s1000
1788342710,17:51:50,66.0,56.0,61.0,59,95.37,30,ep? s1000
1788342715,17:51:55,67.0,59.0,58.0,60,95.74,33,ep? s1000
1788342720,17:52:00,67.0,59.0,58.0,59,94.28,30,ep? s1000
1788342725,17:52:05,67.0,56.0,58.0,59,95.60,30,ep? s1000
1788342730,17:52:10,66.0,58.0,61.0,60,94.41,24,ep? s1000
1788342735,17:52:15,66.0,59.0,66.0,60,95.31,27,ep? s1050
1788342740,17:52:20,66.0,61.0,61.0,59,94.99,31,ep? s1050
1788342745,17:52:25,66.0,59.0,58.0,60,96.61,28,ep? s1050
1788342750,17:52:30,67.0,58.0,59.0,60,96.18,25,ep? s1050
1788342755,17:52:35,71.0,60.0,61.0,60,93.82,33,ep? s1050
1788342760,17:52:40,67.0,59.0,58.0,60,95.10,24,ep? s1050
1788342766,17:52:46,66.0,59.0,61.0,59,95.00,30,ep? s1050
1788342771,17:52:51,66.0,61.0,61.0,59,95.18,30,ep? s1050
1788342776,17:52:56,66.0,59.0,66.0,59,95.40,30,ep? s1050
1788342781,17:53:01,67.0,61.0,59.0,59,95.44,30,ep? s1050
1788342786,17:53:06,66.0,62.0,59.0,59,95.25,30,ep? s1100
1788342791,17:53:11,67.0,59.0,61.0,59,95.41,30,ep? s1100
1788342796,17:53:16,67.0,61.0,58.0,59,95.49,29,ep? s1100
1788342801,17:53:21,67.0,60.0,62.0,59,95.64,30,ep? s1100
1788342806,17:53:26,67.0,59.0,62.0,60,94.00,25,ep? s1100
1788342811,17:53:31,68.0,60.0,65.0,59,95.36,28,ep? s1100
1788342816,17:53:36,67.0,59.0,58.0,59,94.95,17,ep? s1100
1788342822,17:53:42,64.0,58.0,59.0,59,96.26,28,ep? s1100
1788342827,17:53:47,66.0,59.0,58.0,59,96.87,27,ep? s1100
1788342832,17:53:52,68.0,54.0,59.0,60,95.30,33,ep? s1100
1788342837,17:53:57,80.0,62.0,61.0,60,97.05,27,ep? s1150
1788342842,17:54:02,65.0,65.0,59.0,59,94.29,27,ep? s1150
1788342847,17:54:07,64.0,59.0,59.0,60,94.28,33,ep? s1150
1788342852,17:54:12,69.0,63.0,57.0,59,94.34,25,ep? s1150
1788342857,17:54:17,71.0,58.0,57.0,59,94.48,33,ep? s1150
1788342862,17:54:22,70.0,59.0,58.0,59,94.50,35,ep? s1150
1788342867,17:54:27,68.0,58.0,65.0,59,97.76,29,ep? s1150
1788342872,17:54:32,61.0,59.0,57.0,60,97.54,35,ep? s1150
1788342877,17:54:37,67.0,60.0,59.0,60,97.86,30,ep? s1150
1788342882,17:54:42,64.0,59.0,62.0,59,95.07,30,ep? s1150
1788342887,17:54:47,66.0,58.0,62.0,59,95.02,29,ep? s1200
1788342892,17:54:52,67.0,61.0,62.0,59,93.96,30,ep? s1200
1788342897,17:54:57,67.0,56.0,62.0,59,95.15,30,ep? s1200
1788342902,17:55:02,67.0,59.0,61.0,59,95.13,30,ep? s1200
1788342907,17:55:07,66.0,58.0,57.0,59,94.95,30,ep? s1200
1788342913,17:55:13,66.0,58.0,62.0,59,94.15,30,ep? s1200
1788342918,17:55:18,66.0,63.0,58.0,59,95.46,30,ep? s1200
1788342923,17:55:23,67.0,61.0,62.0,59,94.31,31,ep? s1200
1788342928,17:55:28,66.0,56.0,62.0,59,95.35,29,ep? s1200
1788342933,17:55:33,66.0,56.0,59.0,59,95.62,30,ep? s1200
1788342938,17:55:38,81.0,56.0,61.0,60,95.45,29,ep? s1250
1788342943,17:55:43,64.0,56.0,59.0,59,95.04,27,ep? s1250
1788342948,17:55:48,63.0,56.0,59.0,59,94.99,33,ep? s1250
1788342953,17:55:53,66.0,56.0,59.0,59,96.38,27,ep? s1250
1788342958,17:55:58,67.0,58.0,62.0,59,94.98,32,ep? s1250
1788342963,17:56:03,64.0,59.0,59.0,60,94.13,34,ep? s1250
1788342968,17:56:08,70.0,59.0,62.0,59,94.20,33,ep? s1250
1788342973,17:56:13,70.0,59.0,59.0,59,94.44,34,ep? s1250
1788342978,17:56:18,70.0,59.0,61.0,59,95.32,32,ep? s1250
1788342983,17:56:23,70.0,58.0,61.0,59,94.33,33,ep? s1250
1788342988,17:56:28,72.0,65.0,61.0,59,96.59,34,ep? s1300
1788342993,17:56:33,70.0,58.0,62.0,59,97.53,29,ep? s1300
1788342998,17:56:38,70.0,61.0,62.0,60,95.01,30,ep? s1300
1788343003,17:56:43,66.0,59.0,61.0,59,94.95,30,ep? s1300
1788343009,17:56:49,67.0,60.0,62.0,59,94.77,30,ep? s1300
1788343014,17:56:54,65.0,60.0,61.0,59,95.03,30,ep? s1300
1788343019,17:56:59,66.0,59.0,62.0,59,94.86,30,ep? s1300
1788343024,17:57:04,65.0,59.0,59.0,59,94.82,30,ep? s1300
1788343029,17:57:09,65.0,60.0,62.0,59,95.00,30,ep? s1300
1788343034,17:57:14,65.0,60.0,59.0,59,94.76,30,ep? s1300
1788343039,17:57:19,65.0,66.0,61.0,59,94.69,33,ep? s1350
1788343044,17:57:24,65.0,59.0,61.0,59,94.96,30,ep? s1350
1788343049,17:57:29,66.0,58.0,63.0,59,95.42,34,ep? s1350
1788343054,17:57:34,67.0,59.0,67.0,59,95.04,28,ep? s1350
1788343059,17:57:39,66.0,56.0,61.0,60,94.88,26,ep? s1350
1788343064,17:57:44,66.0,58.0,62.0,59,96.63,28,ep? s1350
1788343070,17:57:50,73.0,73.0,61.0,59,95.01,30,ep? s1350
1788343075,17:57:55,74.0,55.0,62.0,59,95.09,31,ep? s1350
1788343080,17:58:00,67.0,58.0,62.0,59,95.29,30,ep? s1350
1788343085,17:58:05,69.0,69.0,63.0,59,94.81,31,ep? s1350
1788343090,17:58:10,66.0,60.0,61.0,59,95.16,31,ep? s1400
1788343095,17:58:15,74.0,74.0,59.0,59,90.75,28,ep? s1400
1788343100,17:58:20,66.0,58.0,59.0,59,94.97,31,ep? s1400
1788343105,17:58:25,72.0,59.0,61.0,59,95.02,29,ep? s1400
1788343110,17:58:30,66.0,58.0,63.0,60,94.87,31,ep? s1400
1788343115,17:58:35,81.0,58.0,67.0,59,96.13,28,ep? s1400
1788343120,17:58:40,65.0,60.0,62.0,59,96.67,25,ep? s1400
1788343125,17:58:45,77.0,58.0,61.0,60,94.16,33,ep? s1400
1788343130,17:58:50,67.0,56.0,61.0,60,94.45,24,ep? s1400
1788343135,17:58:55,76.0,58.0,62.0,59,94.47,33,ep? s1400
1788343140,17:59:00,75.0,62.0,62.0,59,93.77,35,ep? s1450
1788343145,17:59:05,78.0,66.0,61.0,59,97.43,30,ep? s1450
1788343150,17:59:10,69.0,62.0,62.0,60,95.08,35,ep? s1450
1788343155,17:59:15,69.0,69.0,61.0,60,94.86,30,ep? s1450
1788343161,17:59:21,66.0,59.0,62.0,60,96.58,29,ep? s1450
1788343166,17:59:26,74.0,74.0,59.0,59,95.31,31,ep? s1450
1788343171,17:59:31,65.0,59.0,61.0,59,95.19,30,ep? s1450
1788343176,17:59:36,78.0,60.0,59.0,59,95.04,30,ep? s1450
1788343181,17:59:41,67.0,63.0,62.0,59,95.36,30,ep? s1450
1788343186,17:59:46,79.0,60.0,62.0,59,94.87,30,ep? s1450
1788343191,17:59:51,65.0,60.0,62.0,59,95.08,30,ep? s1500
1788343196,17:59:56,68.0,60.0,62.0,59,95.21,30,ep? s1500
1788343201,18:00:01,66.0,61.0,61.0,59,95.13,30,ep? s1500
1788343206,18:00:06,82.0,59.0,82.0,59,95.37,31,ep? s1500
1788343211,18:00:11,66.0,58.0,58.0,59,95.00,30,ep? s1500
1788343216,18:00:16,83.0,58.0,67.0,59,95.42,31,ep? s1500
1788343221,18:00:21,66.0,58.0,59.0,59,95.49,30,ep? s1500
1788343226,18:00:26,78.0,66.0,63.0,59,95.85,34,ep? s1500
1788343231,18:00:31,66.0,60.0,65.0,59,94.89,31,ep? s1500
1788343236,18:00:36,76.0,59.0,76.0,59,93.74,26,ep? s1500
1788343241,18:00:41,67.0,59.0,59.0,59,96.64,25,ep? s1550
1788343246,18:00:46,71.0,71.0,63.0,60,96.31,27,ep? s1550
1788343251,18:00:51,65.0,58.0,58.0,60,94.73,25,ep? s1550
1788343256,18:00:56,73.0,61.0,59.0,59,93.73,34,ep? s1550
1788343262,18:01:02,70.0,58.0,59.0,59,94.66,35,ep? s1550
1788343267,18:01:07,76.0,67.0,57.0,59,94.35,33,ep? s1550
1788343272,18:01:12,69.0,58.0,66.0,59,97.50,34,ep? s1550
1788343277,18:01:17,73.0,55.0,65.0,59,94.54,32,ep? s1550
1788343282,18:01:22,65.0,56.0,61.0,60,97.85,30,ep? s1550
1788343287,18:01:27,70.0,65.0,65.0,60,94.95,29,ep? s1550
1788343292,18:01:32,66.0,59.0,61.0,59,95.27,30,ep? s1550
1788343297,18:01:37,82.0,62.0,82.0,59,94.87,31,ep? s1600
1788343302,18:01:42,63.0,60.0,59.0,59,95.14,30,ep? s1600
1788343307,18:01:47,73.0,59.0,65.0,59,95.04,30,ep? s1600
1788343312,18:01:52,65.0,58.0,65.0,59,95.35,30,ep? s1600
1788343317,18:01:57,84.0,60.0,75.0,59,95.49,30,ep? s1600
1788343322,18:02:02,67.0,61.0,61.0,59,93.86,32,ep? s1600
1788343327,18:02:07,70.0,60.0,62.0,60,95.02,30,ep? s1600
1788343332,18:02:12,66.0,62.0,62.0,59,94.21,33,ep? s1600
1788343337,18:02:17,82.0,59.0,69.0,59,95.21,31,ep? s1600
1788343342,18:02:22,68.0,61.0,61.0,59,95.19,28,ep? s1600
1788343347,18:02:27,76.0,76.0,61.0,59,95.20,31,ep? s1650
1788343352,18:02:32,66.0,61.0,61.0,59,96.62,29,ep? s1650
1788343357,18:02:37,82.0,61.0,65.0,60,96.65,25,ep? s1650
1788343363,18:02:43,66.0,60.0,66.0,60,95.43,30,ep? s1650
1788343368,18:02:48,82.0,61.0,67.0,60,95.61,25,ep? s1650
1788343373,18:02:53,67.0,61.0,62.0,59,95.09,30,ep? s1650
1788343378,18:02:58,67.0,60.0,61.0,59,94.96,30,ep? s1650
1788343383,18:03:03,67.0,61.0,61.0,59,95.07,30,ep? s1650
1788343388,18:03:08,72.0,62.0,61.0,59,95.40,30,ep? s1650
1788343393,18:03:13,66.0,62.0,61.0,59,95.35,30,ep? s1650
1788343398,18:03:18,68.0,63.0,63.0,60,95.18,30,ep? s1700
1788343404,18:03:24,68.0,60.0,67.0,60,95.07,31,ep? s1700
1788343409,18:03:29,67.0,59.0,61.0,59,93.96,30,ep? s1700
1788343414,18:03:34,66.0,62.0,61.0,60,95.27,33,ep? s1700
1788343419,18:03:39,70.0,60.0,62.0,60,94.27,29,ep? s1700
1788343424,18:03:44,67.0,60.0,61.0,60,95.45,26,ep? s1700
1788343429,18:03:49,66.0,61.0,62.0,60,94.98,31,ep? s1700
1788343434,18:03:54,63.0,61.0,61.0,60,97.02,27,ep? s1700
1788343439,18:03:59,71.0,61.0,61.0,60,96.22,25,ep? s1700
1788343444,18:04:04,67.0,60.0,61.0,60,97.09,28,ep? s1700
1788343449,18:04:09,67.0,61.0,62.0,60,95.44,25,ep? s1750
1788343454,18:04:14,65.0,60.0,59.0,59,94.75,33,ep? s1750
1788343459,18:04:19,74.0,62.0,62.0,59,95.15,34,ep? s1750
1788343464,18:04:24,71.0,63.0,61.0,59,94.80,33,ep? s1750
1788343469,18:04:29,72.0,62.0,62.0,59,94.85,34,ep? s1750
1788343474,18:04:34,69.0,60.0,59.0,60,96.90,29,ep? s1750
1788343479,18:04:39,80.0,60.0,80.0,60,97.87,30,ep? s1750
1788343484,18:04:44,65.0,57.0,59.0,61,95.30,29,ep? s1750
1788343489,18:04:49,82.0,58.0,75.0,60,95.49,29,ep? s1750
1788343494,18:04:54,83.0,66.0,58.0,60,95.55,30,ep? s1750
1788343499,18:04:59,82.0,56.0,82.0,60,95.57,30,ep? s1800
1788343504,18:05:04,65.0,58.0,59.0,60,94.00,30,ep? s1800
1788343510,18:05:10,65.0,59.0,69.0,60,95.05,30,ep? s1800
1788343515,18:05:15,65.0,61.0,58.0,60,93.89,30,ep? s1800
1788343520,18:05:20,65.0,56.0,59.0,60,94.97,30,ep? s1800
1788343525,18:05:25,65.0,59.0,61.0,60,95.24,31,ep? s1800
1788343530,18:05:30,69.0,69.0,65.0,60,95.76,30,ep? s1800
1788343535,18:05:35,63.0,56.0,59.0,60,95.56,31,ep? s1800
1788343540,18:05:40,78.0,58.0,69.0,60,95.57,28,ep? s1800
1788343545,18:05:45,66.0,58.0,61.0,60,95.78,33,ep? s1800
1788343550,18:05:50,77.0,62.0,59.0,60,96.73,28,ep? s1850
1788343555,18:05:55,65.0,60.0,59.0,60,95.87,23,ep? s1850
1788343560,18:06:00,76.0,60.0,67.0,60,94.33,33,ep? s1850
1788343565,18:06:05,65.0,60.0,58.0,60,96.31,26,ep? s1850
1788343570,18:06:10,84.0,60.0,84.0,60,95.50,32,ep? s1850
1788343575,18:06:15,67.0,60.0,61.0,60,94.92,34,ep? s1850
1788343580,18:06:20,69.0,59.0,62.0,59,94.72,32,ep? s1850
1788343585,18:06:25,69.0,61.0,59.0,59,94.92,34,ep? s1850
1788343590,18:06:30,70.0,61.0,61.0,60,94.85,33,ep? s1850
1788343595,18:06:35,68.0,60.0,58.0,60,98.33,30,ep? s1850
1788343600,18:06:40,67.0,61.0,61.0,60,95.12,32,ep? s1900
1788343606,18:06:46,65.0,60.0,61.0,60,98.17,29,ep? s1900
1788343611,18:06:51,65.0,59.0,61.0,60,94.25,30,ep? s1900
1788343616,18:06:56,66.0,59.0,62.0,60,95.72,29,ep? s1900
1788343621,18:07:01,66.0,59.0,59.0,60,95.89,29,ep? s1900
1788343626,18:07:06,66.0,62.0,58.0,60,95.69,30,ep? s1900
1788343631,18:07:11,66.0,61.0,61.0,60,95.75,31,ep? s1900
1788343636,18:07:16,66.0,59.0,61.0,60,95.65,30,ep? s1900
1788343641,18:07:21,67.0,61.0,62.0,60,95.67,31,ep? s1900
1788343646,18:07:26,66.0,60.0,61.0,60,95.65,30,ep? s1900
1788343651,18:07:31,67.0,61.0,65.0,60,95.79,34,ep? s1950
1788343656,18:07:36,66.0,59.0,58.0,60,95.89,30,ep? s1950
1788343661,18:07:41,64.0,59.0,59.0,60,96.23,31,ep? s1950
1788343666,18:07:46,64.0,62.0,57.0,60,95.62,28,ep? s1950
1788343671,18:07:51,67.0,61.0,59.0,60,95.97,27,ep? s1950
1788343677,18:07:57,67.0,60.0,58.0,60,95.96,29,ep? s1950
1788343682,18:08:02,68.0,60.0,61.0,60,95.97,29,ep? s1950
1788343687,18:08:07,64.0,60.0,59.0,60,95.91,30,ep? s1950
1788343692,18:08:12,64.0,59.0,58.0,60,95.50,30,ep? s1950
1788343697,18:08:17,64.0,63.0,59.0,60,91.93,30,ep? s1950
1788343702,18:08:22,67.0,59.0,58.0,60,95.85,30,ep? s2000
1788343707,18:08:27,67.0,62.0,58.0,60,95.95,30,ep? s2000
1788343712,18:08:32,67.0,60.0,62.0,60,95.91,30,ep? s2000
1788343717,18:08:37,66.0,61.0,61.0,60,95.84,30,ep? s2000
1788343722,18:08:42,67.0,61.0,63.0,60,96.05,30,ep? s2000
1788343727,18:08:47,67.0,61.0,65.0,60,95.82,31,ep? s2000
1788343732,18:08:52,66.0,57.0,61.0,60,96.22,30,ep? s2000
1788343738,18:08:58,67.0,62.0,61.0,60,96.08,33,ep? s2000
1788343743,18:09:03,68.0,62.0,63.0,60,96.08,28,ep? s2000
1788343748,18:09:08,80.0,80.0,63.0,60,95.88,34,ep? s2000
1788343753,18:09:13,67.0,61.0,62.0,60,97.02,28,ep? s2050
1788343758,18:09:18,67.0,61.0,62.0,60,95.90,25,ep? s2050
1788343763,18:09:23,66.0,60.0,62.0,60,95.72,33,ep? s2050
1788343768,18:09:28,67.0,60.0,63.0,60,97.47,27,ep? s2050
1788343773,18:09:33,65.0,58.0,61.0,61,95.23,31,ep? s2050
1788343778,18:09:38,68.0,60.0,62.0,60,94.88,33,ep? s2050
1788343783,18:09:43,73.0,59.0,63.0,60,95.00,34,ep? s2050
1788343788,18:09:48,73.0,61.0,63.0,59,88.25,30,ep? s2050
1788343793,18:09:53,72.0,61.0,59.0,60,94.30,35,ep? s2050
1788343798,18:09:58,73.0,64.0,61.0,60,98.13,29,ep? s2050
1788343803,18:10:03,70.0,61.0,62.0,60,95.23,35,ep? s2100
1788343808,18:10:08,68.0,61.0,61.0,60,95.54,30,ep? s2100
1788343813,18:10:13,68.0,61.0,59.0,60,96.63,30,ep? s2100
1788343818,18:10:18,67.0,61.0,63.0,60,95.71,30,ep? s2100
1788343823,18:10:23,68.0,64.0,62.0,60,95.65,30,ep? s2100
1788343828,18:10:28,67.0,61.0,61.0,60,95.39,30,ep? s2100
1788343834,18:10:34,67.0,59.0,62.0,60,95.57,30,ep? s2100
1788343839,18:10:39,69.0,60.0,63.0,60,95.60,30,ep? s2100
1788343844,18:10:44,68.0,60.0,62.0,60,95.71,30,ep? s2100
1788343849,18:10:49,67.0,61.0,65.0,60,95.91,30,ep? s2100
1788343854,18:10:54,68.0,62.0,62.0,60,96.14,30,ep? s2150
